Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,118/118,107/104,9/13,2/1,-,-
2024,14/11,14/11,-,-,-,-
2023,16/20,15/18,1/2,-,-,-
2022,23/24,23/24,-,-,-,-
2021,24/25,20/20,4/5,-,-,-
2020,9/6,9/6,-,-,-,-
2019,18/11,18/11,-,-,-,-
2018,2/3,2/3,-,-,-,-
2017,2/1,-,-,2/1,-,-
2016,9/10,6/8,3/2,-,-,-
2015,1/5,0/1,1/4,-,-,-
2014,0/2,0/2,-,-,-,-
