Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,246/226,41/36,196/180,0/1,9/9,-
2024,3/6,0/1,3/5,-,-,-
2023,11/22,3/5,8/16,0/1,-,-
2022,35/30,0/2,35/28,-,-,-
2021,34/18,-,34/18,-,-,-
2020,26/31,-,25/29,-,1/2,-
2019,19/15,9/4,7/9,-,3/2,-
2018,10/15,1/3,8/10,-,1/2,-
2017,25/19,-,25/19,-,-,-
2016,15/17,1/2,14/14,-,0/1,-
2015,19/17,9/8,9/8,-,1/1,-
2014,29/20,15/8,11/11,-,3/1,-
2013,8/6,0/1,8/5,-,-,-
2012,1/2,-,1/2,-,-,-
2011,11/8,3/2,8/6,-,-,-
