Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,93/70,64/49,23/13,5/4,1/4,-
2023,2/1,-,2/1,-,-,-
2022,0/1,0/1,-,-,-,-
2021,0/1,-,0/1,-,-,-
2018,0/2,-,0/1,-,0/1,-
2017,1/1,1/1,-,-,-,-
2016,1/0,1/0,-,-,-,-
2015,6/4,1/1,-,4/2,1/1,-
2014,34/20,15/9,18/8,1/2,0/1,-
2013,14/10,11/9,3/1,-,-,-
2012,22/16,22/16,-,-,-,-
2011,11/10,11/9,-,-,0/1,-
2010,1/3,1/2,0/1,-,-,-
2009,1/1,1/1,-,-,-,-
