Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/30,8/7,28/23,-,-,-
2024,22/20,5/5,17/15,-,-,-
2023,13/9,3/2,10/7,-,-,-
2018,1/1,-,1/1,-,-,-
