Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,24/33,18/24,0/1,-,-,6/8
2024,14/19,12/17,-,-,-,2/2
2023,6/9,4/4,0/1,-,-,2/4
2022,2/3,2/3,-,-,-,-
2021,2/2,-,-,-,-,2/2
