Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,103/76,73/54,25/14,5/7,0/1,-
2024,58/19,44/13,12/5,2/1,-,-
2023,25/29,12/17,13/8,0/3,0/1,-
2022,14/18,11/14,0/1,3/3,-,-
2021,5/8,5/8,-,-,-,-
2020,1/2,1/2,-,-,-,-
