Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
26.08.,Den Ouden G.,2,,,,,,1,7,66%,72% (39/54),39% (11/28),63% (5/8),27% (14/51),63% (22/35),36% (4/11),61% (50/82),42% (36/86),51% (86/168),6,0,75% (9/12),33% (4/12),54% (13/24),"['3', '1', '5', '3']",[],"['2', '0', '6', '2']",[],[],1.39
26.08.,Poljicak M.,1,,,,,,1,6,59%,73% (37/51),37% (13/35),64% (7/11),28% (15/54),61% (17/28),38% (3/8),58% (50/86),39% (32/82),49% (82/168),4,1,67% (8/12),25% (3/12),46% (11/24),"['3', '4']","['2', '0', '5', '1']",[],[],[],2.85
19.08.,Stebe C.,2,,,,,,2,5,49%,60% (24/40),56% (23/41),77% (10/13),39% (11/28),68% (17/25),63% (5/8),23,25,77% (17/22),58% (47/81),53% (28/53),56% (75/134),7,0,70% (7/10),56% (5/9),63% (12/19),"['2', '0', '5', '1']",[],"['1', '0', '3', '0', '5', '0']",[],[],1.68
19.08.,Poljicak M.,1,,,,,,1,2,53%,61% (17/28),32% (8/25),38% (3/8),48% (19/40),44% (18/41),23% (3/13),9,30,43% (3/7),47% (25/53),42% (34/81),44% (59/134),3,0,44% (4/9),30% (3/10),37% (7/19),[],"['2', '0', '4', '0', '6', '0']",[],[],[],20.5
11.08.,Prado Angelo J. C.,2,,,,,,1,5,54%,67% (40/60),60% (31/52),73% (8/11),35% (19/54),50% (28/56),56% (5/9),36,52,72% (18/25),63% (71/112),43% (47/110),53% (118/222),9,0,82% (14/17),31% (5/16),58% (19/33),"['1', '0', '6', '5']","['2', '1', '4', '1']","['5', '3']",[],[],1.59
11.08.,Poljicak M.,1,,,,,,7,4,49%,65% (35/54),50% (28/56),44% (4/9),33% (20/60),40% (21/52),27% (3/11),33,48,50% (2/4),57% (63/110),37% (41/112),47% (104/222),1,0,69% (11/16),18% (3/17),42% (14/33),"['4', '4']","['2', '4', '5', '5']",[],[],[],20.5
22.07.,De Jong J.,2,,,,,,4,1,53%,85% (22/26),65% (15/23),0% (0/0),188 km/h,153 km/h,29% (7/24),46% (13/28),43% (3/7),17,15,100% (3/3),76% (37/49),38% (20/52),56% (57/101),7,0,100% (9/9),33% (3/9),67% (12/18),"['5', '3']","['3', '2', '6', '3']",[],[],[],1.33
22.07.,Poljicak M.,0,,,,,,1,1,46%,71% (17/24),54% (15/28),57% (4/7),202 km/h,161 km/h,15% (4/26),35% (8/23),0% (0/0),13,25,77% (10/13),62% (32/52),24% (12/49),44% (44/101),3,2,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.39
17.07.,Gigante M.,2,,,,,,1,5,61%,65% (32/49),32% (10/31),62% (8/13),33% (14/43),71% (22/31),50% (6/12),26,29,73% (8/11),53% (42/80),49% (36/74),51% (78/154),6,0,58% (7/12),50% (6/12),54% (13/24),[],"['2', '0', '4', '2', '6', '4']","['2', '0', '3', '1', '5', '1']",[],[],1.37
17.07.,Poljicak M.,1,,,,,,5,2,58%,67% (29/43),29% (9/31),50% (6/12),35% (17/49),68% (21/31),38% (5/13),21,34,55% (11/20),51% (38/74),48% (38/80),49% (76/154),4,1,50% (6/12),42% (5/12),46% (11/24),"['2', '0', '5', '1']","['1', '2', '3', '4']","['1', '2']",[],[],2.94
15.07.,Poljicak M.,2,,,,,,18,2,54%,73% (48/66),57% (32/56),67% (4/6),24% (19/78),54% (31/57),15% (2/13),37,48,80% (4/5),66% (80/122),37% (51/137),51% (131/259),6,1,89% (16/18),11% (2/18),50% (18/36),[],"['7', '5']","['4', '4']",[],[],1.69
15.07.,Berankis R.,1,,,,,,5,6,58%,76% (59/78),46% (26/57),85% (11/13),27% (18/66),43% (24/56),33% (2/6),40,60,69% (11/16),63% (86/137),34% (42/122),49% (128/259),4,1,89% (16/18),11% (2/18),50% (18/36),"['6', '5']",[],"['4', '3']",[],[],2.07
01.07.,Cina F.,2,,,,,,1,2,74%,64% (43/67),48% (11/23),63% (5/8),25% (15/61),65% (22/34),38% (3/8),30,32,67% (8/12),60% (54/90),39% (37/95),49% (91/185),4,0,79% (11/14),21% (3/14),50% (14/28),"['4', '5', '6', '5']",[],"['2', '0']",[],[],1.57
01.07.,Poljicak M.,1,,,,,,11,7,64%,75% (46/61),35% (12/34),63% (5/8),36% (24/67),52% (12/23),38% (3/8),36,27,57% (4/7),61% (58/95),40% (36/90),51% (94/185),6,0,79% (11/14),21% (3/14),50% (14/28),"['2', '0']","['3', '1', '5', '1']",[],[],[],2.31
25.06.,Vasami J.,2,,,,,,5,7,41%,73% (27/37),60% (32/53),50% (2/4),29% (14/48),47% (17/36),40% (4/10),66% (59/90),37% (31/84),52% (90/174),7,0,86% (12/14),29% (4/14),57% (16/28),[],"['2', '0', '4', '0']","['3', '4', '6', '5']",[],[],1.68
25.06.,Poljicak M.,1,,,,,,5,2,57%,71% (34/48),53% (19/36),60% (6/10),27% (10/37),40% (21/53),50% (2/4),63% (53/84),34% (31/90),48% (84/174),3,0,71% (10/14),14% (2/14),43% (12/28),"['2', '0']",[],"['3', '1']",[],[],2.11
24.06.,Poljicak M.,2,,,,,,4,1,48%,67% (30/45),48% (23/48),71% (10/14),35% (13/37),63% (27/43),64% (7/11),57% (53/93),50% (40/80),54% (93/173),8,0,71% (10/14),50% (7/14),61% (17/28),"['3', '1', '6', '2']","['2', '2', '5', '5']","['2', '2', '4', '2', '6', '2']",[],[],1.54
24.06.,Travaglia S.,1,,,,,,1,2,46%,65% (24/37),37% (16/43),36% (4/11),33% (15/45),52% (25/48),29% (4/14),50% (40/80),43% (40/93),46% (80/173),2,0,50% (7/14),29% (4/14),39% (11/28),[],"['2', '1', '5', '4', '6', '5']","['2', '1']",[],[],1.96
17.06.,Kolar Z.,2,,,,,,1,2,60%,76% (25/33),59% (13/22),67% (2/3),44% (14/32),50% (17/34),40% (4/10),69% (38/55),47% (31/66),57% (69/121),8,0,89% (8/9),40% (4/10),63% (12/19),"['2', '1', '4', '3']","['2', '1', '6', '3']",[],[],[],2.16
17.06.,Poljicak M.,0,,,,,,4,0,48%,56% (18/32),50% (17/34),60% (6/10),24% (8/33),41% (9/22),33% (1/3),53% (35/66),31% (17/55),43% (52/121),2,0,60% (6/10),11% (1/9),37% (7/19),"['3', '3']",[],[],[],[],1.65
30.05.,Pereira T.,2,,,,,,"['1', '0', '3', '0', '6', '3']","['4', '2', '7', '5']",[],[],[],3.04
30.05.,Poljicak M.,0,,,,,,"['1', '3']","['4', '5']",[],[],[],1.34
29.05.,Poljicak M.,2,,,,,,"['4', '2', '6', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],1.11
29.05.,Krajci M.,0,,,,,,"['3', '4']",[],[],[],[],5.45
28.05.,Poljicak M.,2,,,,,,[],"['1', '0']","['1', '0', '3', '0']",[],[],1.06
28.05.,Cizek J.,1,,,,,,[],[],[],[],[],7.20
