Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,53/37,35/22,14/8,4/7,-,-
2024,18/9,7/4,11/5,-,-,-
2023,22/17,19/13,3/3,0/1,-,-
2022,11/8,9/4,-,2/4,-,-
2021,2/2,-,-,2/2,-,-
2020,0/1,0/1,-,-,-,-
