Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,289/150,195/69,71/72,1/1,2/4,20/4
2024,33/22,26/13,0/6,-,0/1,7/2
2023,30/25,24/10,4/12,1/1,1/2,-
2022,30/17,26/5,1/12,-,-,3/0
2021,37/22,26/10,10/11,-,1/1,-
2020,28/12,24/5,2/5,-,-,2/2
2019,76/17,45/11,23/6,-,-,8/0
2017,16/6,-,16/6,-,-,-
2014,1/7,0/2,1/5,-,-,-
2013,36/17,22/9,14/8,-,-,-
2012,0/3,0/2,0/1,-,-,-
2010,2/2,2/2,-,-,-,-
