Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,92/60,13/11,42/29,16/8,-,21/12
2024,38/20,8/5,22/9,3/1,-,5/5
2023,29/18,5/6,8/4,7/4,-,9/4
2022,18/9,-,5/3,6/3,-,7/3
2021,5/6,-,5/6,-,-,-
2017,0/2,-,0/2,-,-,-
2016,2/5,-,2/5,-,-,-
