Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,30/19,5/4,24/14,1/1,-,-
2024,22/12,5/3,17/9,-,-,-
2023,3/4,0/1,3/3,-,-,-
2022,4/2,-,4/2,-,-,-
2021,1/1,-,-,1/1,-,-
