Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,228/153,150/93,69/47,5/7,1/2,3/4
2024,39/24,32/17,6/6,-,1/1,-
2023,24/30,12/17,11/9,1/2,0/1,0/1
2022,52/25,29/16,17/6,4/2,-,2/1
2021,45/20,35/13,9/6,-,-,1/1
2020,8/11,2/3,6/6,0/2,-,-
2019,38/28,25/18,13/9,0/1,-,-
2018,18/6,12/5,6/1,-,-,-
2017,0/3,0/1,0/1,-,-,0/1
2016,1/2,0/1,1/1,-,-,-
2015,3/3,3/2,0/1,-,-,-
2014,0/1,-,0/1,-,-,-
