Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/82,15/34,17/41,-,-,2/7
2024,7/18,3/12,4/6,-,-,-
2023,16/34,11/18,3/9,-,-,2/7
2022,9/22,1/4,8/18,-,-,-
2021,2/8,-,2/8,-,-,-
