Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/36,1/4,33/31,-,-,2/1
2024,25/18,-,23/18,-,-,2/0
2023,10/17,1/4,9/12,-,-,0/1
2022,1/1,-,1/1,-,-,-
