Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,122/95,38/29,63/55,8/5,4/4,9/2
2024,3/7,-,3/6,0/1,-,-
2023,20/26,9/10,5/12,4/2,0/1,2/1
2022,36/23,12/6,15/13,3/1,4/3,2/0
2021,26/18,16/10,10/8,-,-,-
2020,4/7,0/1,1/5,-,-,3/1
2019,30/10,1/2,29/8,-,-,-
2018,2/0,-,-,-,-,2/0
2016,1/1,-,-,1/1,-,-
2015,0/1,-,0/1,-,-,-
2014,0/1,-,0/1,-,-,-
2013,0/1,-,0/1,-,-,-
