Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,177/52,31/10,54/10,74/19,18/13,-
2024,44/7,-,30/2,6/1,8/4,-
2023,32/18,11/6,7/3,8/4,6/5,-
2022,38/13,5/1,10/3,19/5,4/4,-
2021,38/4,10/1,5/0,23/3,-,-
2020,18/6,-,-,18/6,-,-
2019,7/4,5/2,2/2,-,-,-
