Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,218/91,81/24,102/51,29/7,3/8,3/1
2024,37/14,17/4,17/8,-,1/2,2/0
2023,42/19,11/4,26/12,5/0,0/3,-
2022,39/19,9/3,23/11,4/1,2/3,1/1
2021,34/11,16/6,7/1,11/4,-,-
2020,38/8,26/3,3/3,9/2,-,-
2019,14/11,0/3,14/8,-,-,-
2018,14/9,2/1,12/8,-,-,-
