Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,236/160,118/73,93/66,18/16,0/3,7/2
2024,41/24,33/15,8/8,-,-,0/1
2023,23/26,10/15,9/8,2/2,0/1,2/0
2022,39/27,28/11,9/12,0/3,0/1,2/0
2021,39/25,30/15,9/8,0/2,-,-
2020,22/13,4/4,7/5,10/3,-,1/1
2019,38/29,12/11,20/13,5/4,0/1,1/0
2018,24/8,1/1,21/5,1/2,-,1/0
2017,2/3,0/1,2/2,-,-,-
2016,5/3,-,5/3,-,-,-
2015,3/2,-,3/2,-,-,-
