Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,28/21,21/15,7/5,0/1,-,-
2024,19/11,15/7,4/3,0/1,-,-
2023,6/6,3/4,3/2,-,-,-
2022,3/4,3/4,-,-,-,-
