Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,27/26,5/6,22/20,-,-,-
2024,13/9,3/2,10/7,-,-,-
2023,11/13,0/1,11/12,-,-,-
2018,2/3,2/3,-,-,-,-
2017,1/1,-,1/1,-,-,-
