Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,160/87,44/23,88/49,28/15,-,-
2024,35/20,15/8,20/11,0/1,-,-
2023,21/8,-,21/8,-,-,-
2021,12/9,-,0/2,12/7,-,-
2020,11/8,-,4/6,7/2,-,-
2019,39/21,18/8,19/11,2/2,-,-
2018,32/17,11/6,14/8,7/3,-,-
2017,10/4,0/1,10/3,-,-,-
