Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,88/71,72/55,13/11,-,-,3/5
2024,34/17,28/14,6/3,-,-,-
2023,35/25,33/23,2/2,-,-,-
2022,15/22,7/11,5/6,-,-,3/5
2021,4/7,4/7,-,-,-,-
