Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,161/168,28/35,126/130,1/2,-,6/1
2024,5/9,2/3,2/6,-,-,1/0
2023,19/25,1/3,18/21,0/1,-,-
2022,33/25,0/2,28/22,-,-,5/1
2021,11/15,-,11/15,-,-,-
2020,5/4,1/1,4/3,-,-,-
2019,7/11,4/3,3/8,-,-,-
2018,29/18,3/2,26/16,-,-,-
2017,4/11,1/4,3/7,-,-,-
2016,10/13,0/3,10/10,-,-,-
2015,21/27,8/9,12/17,1/1,-,-
2014,17/10,8/5,9/5,-,-,-
