Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
26.08.,Charlton J.,2,,,,,,16,1,70%,79% (62/78),47% (16/34),89% (8/9),23% (14/61),43% (18/42),38% (3/8),70% (78/112),31% (32/103),51% (110/215),8,0,94% (15/16),19% (3/16),56% (18/32),"['4', '3']",[],"['2', '0', '6', '4']",[],[],2.33
26.08.,Te R.,1,,,,,,14,1,59%,77% (47/61),57% (24/42),63% (5/8),21% (16/78),53% (18/34),11% (1/9),69% (71/103),30% (34/112),49% (105/215),2,3,81% (13/16),6% (1/16),44% (14/32),[],[],"['2', '3']",[],[],1.56
10.08.,Vales A.,2,,,,,,4,6,47%,75% (33/44),55% (27/49),50% (2/4),34% (20/59),57% (26/46),38% (5/13),20,30,50% (2/4),65% (60/93),44% (46/105),54% (106/198),6,0,87% (13/15),33% (5/15),60% (18/30),"['2', '2', '4', '2', '6', '2']","['4', '4']","['2', '1']",[],[],1.69
10.08.,Te R.,1,,,,,,7,8,56%,66% (39/59),43% (20/46),62% (8/13),25% (11/44),45% (22/49),50% (2/4),25,53,50% (7/14),56% (59/105),35% (33/93),46% (92/198),4,0,67% (10/15),13% (2/15),40% (12/30),"['2', '1']","['3', '2']",[],[],[],21.0
07.08.,Lagutin P.,2,,,,,,"['3', '1', '4', '2', '6', '4']","['4', '4', '5', '5']",[],[],[],20.5
07.08.,Te R.,0,,,,,,"['2', '3', '4', '5']","['3', '2', '5', '4']",[],[],[],1.62
06.08.,Te R.,2,,,,,,"['6', '5']",[],"['1', '2', '3', '2', '5', '4']",[],[],1.13
06.08.,Bueno Gil A.,1,,,,,,[],"['2', '0', '4', '0', '6', '0']","['2', '0', '3', '3']",[],[],5.00
05.08.,Te R.,2,,,,,,"['4', '5']","['4', '2', '5', '3']",[],[],[],1.22
05.08.,Markovits M.,0,,,,,,"['5', '3']","['3', '4']",[],[],[],3.91
27.07.,Marques D.,2,,,,,,7,3,72%,78% (46/59),61% (14/23),50% (2/4),30% (17/57),47% (17/36),75% (3/4),24,24,69% (9/13),73% (60/82),37% (34/93),54% (94/175),6,0,88% (14/16),19% (3/16),53% (17/32),"['1', '0', '6', '5']",[],"['2', '1']",[],[],4.30
27.07.,Te R.,1,,,,,,2,3,61%,70% (40/57),53% (19/36),25% (1/4),22% (13/59),39% (9/23),50% (2/4),32,49,71% (10/14),63% (59/93),27% (22/82),46% (81/175),4,0,81% (13/16),13% (2/16),47% (15/32),"['5', '5']","['6', '4']",[],[],[],1.19
17.06.,Isomura K.,2,,,,,,"['2', '1', '4', '1', '6', '1']","['7', '5']",[],[],[],2.59
17.06.,Te R.,0,,,,,,[],[],[],[],[],1.45
12.06.,Zhu E.,1,,,,,,"['6', '5']","['1', '0', '3', '0']",[],[],[],3.79
12.06.,Te R.,0,,,,,,[],[],[],[],[],1.23
11.06.,Te R.,2,,,,,,"['7', '5']",[],[],[],[],1.18
11.06.,Wang A.,1,,,,,,[],"['5', '4']",[],[],[],4.54
08.06.,Te R.,2,,,,,,"['3', '1', '5', '1']","['3', '4', '5', '4']",[],[],[],1.30
08.06.,Huang T.,0,,,,,,[],"['4', '2']",[],[],[],3.26
07.06.,Te R.,2,,,,,,[],"['2', '0', '4', '2']","['4', '3']",[],[],1.18
07.06.,Trongcharoenchaikul W.,1,,,,,,"['2', '1']","['1', '2']",[],[],[],4.33
06.06.,Te R.,2,,,,,,"['2', '0']","['1', '0', '4', '1']",[],[],[],1.42
06.06.,Xiao L.,0,,,,,,[],[],[],[],[],2.69
05.06.,Te R.,2,,,,,,"['4', '4', '6', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],1.09
05.06.,Chen X. D.,0,,,,,,"['4', '3']",[],[],[],[],6.05
03.06.,Te R.,2,,,,,,[],"['3', '1', '6', '2']","['2', '0', '6', '2']",[],[],1.19
03.06.,Kamrowski M.,1,,,,,,"['2', '1']",[],[],[],[],4.28
06.05.,Simakin I.,1,,,,,,5,3,56%,86% (24/28),50% (11/22),80% (4/5),38% (13/34),38% (8/21),67% (2/3),70% (35/50),38% (21/55),53% (56/105),7,0,89% (8/9),22% (2/9),56% (10/18),"['6', '5']","['1', '2']",[],[],[],1.28
06.05.,Te R.,0,,,,,,3,2,62%,62% (21/34),62% (13/21),33% (1/3),14% (4/28),50% (11/22),20% (1/5),62% (34/55),30% (15/50),47% (49/105),3,0,78% (7/9),11% (1/9),44% (8/18),[],"['2', '0']",[],[],[],3.47
28.04.,Atmane T.,2,,,,,,11,1,58%,83% (35/42),68% (21/31),50% (1/2),32% (18/57),61% (20/33),29% (4/14),77% (56/73),41% (37/90),57% (93/163),8,0,93% (13/14),29% (4/14),61% (17/28),[],"['4', '2']","['1', '0', '3', '0', '6', '1']",[],[],1.35
28.04.,Te R.,1,,,,,,2,8,63%,70% (40/57),39% (13/33),71% (10/14),19% (8/42),32% (10/31),50% (1/2),59% (53/90),23% (17/73),43% (70/163),2,0,71% (10/14),7% (1/14),39% (11/28),"['6', '5']",[],[],[],[],3.04
19.04.,Peliwo F.,2,,,,,,"['4', '3', '6', '3']","['2', '2']",[],[],[],2.94
19.04.,Te R.,0,,,,,,[],"['2', '1']",[],[],[],1.36
18.04.,Te R.,2,,,,,,"['3', '1', '6', '2']","['4', '2', '6', '2']",[],[],[],-
18.04.,Lee K.,0,,,,,,[],[],[],[],[],-
17.04.,Te R.,2,,,,,,"['1', '0']","['2', '0', '4', '2', '6', '2']","['3', '1', '5', '3', '7', '5']",[],[],1.07
17.04.,Dong Z.,1,,,,,,"['5', '5']","['1', '2']","['3', '4', '4', '5']",[],[],6.80
16.04.,Te R.,2,,,,,,"['4', '3']",[],[],[],[],1.02
16.04.,Du Y.,0,,,,,,[],[],[],[],[],9.90
13.04.,Te R.,1,,,,,,"['3', '3']",[],[],[],[],1.41
13.04.,Shin W.,0,,,,,,"['1', '0']",[],[],[],[],2.73
12.04.,Te R.,2,,,,,,"['2', '1', '5', '2']","['1', '0', '3', '2', '6', '3']",[],[],[],2.22
12.04.,Sun F.,0,,,,,,[],"['2', '2']",[],[],[],1.60
11.04.,Te R.,2,,,,,,"['2', '1', '4', '1']","['2', '1']",[],[],[],1.13
11.04.,Jiang F.,0,,,,,,[],"['3', '3']",[],[],[],5.05
10.04.,Te R.,2,,,,,,"['4', '2', '6', '2']",[],[],[],[],1.45
10.04.,Park U.,1,,,,,,[],"['1', '0', '5', '2']",[],[],[],2.59
09.04.,Te R.,2,,,,,,"['2', '0']","['3', '2', '5', '2']",[],[],[],1.18
09.04.,Jang Y.,0,,,,,,[],[],[],[],[],4.38
18.03.,Bai Y.,2,,,,,,"['3', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.45
18.03.,Te R.,0,,,,,,[],[],[],[],[],2.59
06.03.,Ichikawa T.,0,,,,,,"['1', '0']",[],[],[],[],3.54
06.03.,Te R.,0,,,,,,"['2', '2']",[],[],[],[],1.26
05.03.,Te R.,2,,,,,,"['4', '2']","['3', '2']",[],[],[],1.27
05.03.,Matsuda K.,0,,,,,,"['4', '5']",[],[],[],[],3.46
02.03.,Te R.,2,,,,,,"['1', '0', '6', '3']","['1', '1', '4', '2', '6', '2']",[],[],[],1.59
02.03.,Zhang T.,0,,,,,,[],"['1', '0']",[],[],[],2.24
01.03.,Te R.,2,,,,,,[],"['3', '1']","['2', '1']",[],[],1.85
01.03.,Ehrenschneider N.,1,,,,,,"['2', '0', '5', '1']",[],[],[],[],1.85
28.02.,Te R.,2,,,,,,"['1', '0', '3', '0']","['4', '3']",[],[],[],1.50
28.02.,Shin W.,0,,,,,,"['2', '4']",[],[],[],[],2.50
27.02.,Te R.,2,,,,,,[],"['3', '1', '5', '1']","['2', '1', '4', '3']",[],[],-
27.02.,Lee K.,1,,,,,,"['3', '1', '5', '1']",[],"['2', '2']",[],[],-
26.02.,Te R.,2,,,,,,"['2', '1', '5', '2']","['1', '0', '6', '3']",[],[],[],1.19
26.02.,Trongcharoenchaikul W.,0,,,,,,[],[],[],[],[],4.23
18.12.2024,Te R.,0,,,,,,"['2', '1']",[],[],[],[],1.21
18.12.2024,Dong C.,0,,,,,,[],[],[],[],[],4.09
31.10.2024,Liaonenka A.,2,,,,,,"['5', '4']","['4', '3']",[],[],[],4.24
31.10.2024,Te R.,0,,,,,,[],"['4', '4']",[],[],[],1.19
29.10.2024,Te R.,2,,,,,,"['4', '2', '5', '3']",[],"['2', '0', '5', '1']",[],[],1.07
29.10.2024,Meng C.,1,,,,,,"['3', '4']","['5', '3']",[],[],[],7.05
17.10.2024,Weber A.,2,,,,,,3,0,59%,74% (26/35),63% (15/24),67% (2/3),27% (8/30),60% (21/35),57% (4/7),69% (41/59),45% (29/65),56% (70/124),8,0,90% (9/10),36% (4/11),62% (13/21),"['1', '0', '6', '3']","['2', '2', '7', '5']",[],[],[],2.25
17.10.2024,Te R.,0,,,,,,4,1,46%,73% (22/30),40% (14/35),43% (3/7),26% (9/35),38% (9/24),33% (1/3),55% (36/65),31% (18/59),44% (54/124),2,1,64% (7/11),10% (1/10),38% (8/21),[],"['1', '0']",[],[],[],1.60
08.10.2024,Ursu V.,2,,,,,,10,5,57%,70% (48/69),50% (26/52),64% (7/11),29% (19/65),58% (28/48),31% (4/13),61% (74/121),42% (47/113),52% (121/234),8,0,76% (13/17),24% (4/17),50% (17/34),[],"['4', '5', '6', '5']","['2', '0', '6', '4']",[],[],2.63
08.10.2024,Te R.,1,,,,,,3,5,58%,71% (46/65),42% (20/48),69% (9/13),30% (21/69),50% (26/52),36% (4/11),58% (66/113),39% (47/121),48% (113/234),2,0,76% (13/17),24% (4/17),50% (17/34),"['7', '5']","['5', '3', '6', '6']","['1', '2']",[],[],1.45
30.09.2024,Atmane T.,2,,,,,,17,5,57%,79% (34/43),66% (21/32),100% (2/2),10% (4/42),72% (18/25),17% (1/6),33,26,75% (6/8),73% (55/75),33% (22/67),54% (77/142),8,0,100% (11/11),9% (1/11),55% (12/22),"['6', '4']",[],[],[],[],1.24
30.09.2024,Te R.,0,,,,,,7,2,63%,90% (38/42),28% (7/25),83% (5/6),21% (9/43),34% (11/32),0% (0/2),15,31,80% (4/5),67% (45/67),27% (20/75),46% (65/142),2,2,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],4.06
24.09.2024,Carballes Baena R.,2,,,,,,2,1,59%,77% (23/30),76% (16/21),100% (1/1),24% (6/25),57% (20/35),43% (3/7),16,18,67% (4/6),76% (39/51),43% (26/60),59% (65/111),7,0,100% (9/9),33% (3/9),67% (12/18),"['3', '1']","['1', '0', '6', '3']",[],[],[],1.24
24.09.2024,Te R.,0,,,,,,3,5,42%,76% (19/25),43% (15/35),57% (4/7),23% (7/30),24% (5/21),0% (0/1),17,41,67% (6/9),57% (34/60),24% (12/51),41% (46/111),3,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.06
18.09.2024,Wong C.,2,,,,,,16,2,62%,76% (48/63),58% (22/38),71% (5/7),20% (9/44),47% (28/59),50% (4/8),32,40,65% (11/17),69% (70/101),36% (37/103),52% (107/204),8,0,88% (14/16),25% (4/16),56% (18/32),"['3', '3']","['2', '1']","['1', '0', '5', '4']",[],[],1.27
18.09.2024,Te R.,1,,,,,,9,4,43%,80% (35/44),53% (31/59),50% (4/8),24% (15/63),42% (16/38),29% (2/7),32,57,75% (9/12),64% (66/103),31% (31/101),48% (97/204),2,0,75% (12/16),13% (2/16),44% (14/32),"['3', '2']",[],"['4', '4']",[],[],3.80
17.09.2024,Te R.,2,,,,,,5,2,56%,90% (27/30),54% (13/24),67% (2/3),24% (8/34),58% (11/19),75% (3/4),14,24,100% (1/1),74% (40/54),36% (19/53),55% (59/107),5,0,90% (9/10),30% (3/10),60% (12/20),"['2', '1', '4', '3']","['1', '0']",[],[],[],4.36
17.09.2024,Nava E.,0,,,,,,10,3,64%,76% (26/34),42% (8/19),25% (1/4),10% (3/30),46% (11/24),33% (1/3),18,28,100% (6/6),64% (34/53),26% (14/54),45% (48/107),5,0,70% (7/10),10% (1/10),40% (8/20),"['2', '2']",[],[],[],[],1.20
