Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,171/140,42/35,124/100,3/3,-,2/2
2024,11/8,5/0,6/8,-,-,-
2023,29/19,7/4,18/11,3/2,-,1/2
2022,32/16,7/7,24/9,-,-,1/0
2020,4/2,4/2,-,-,-,-
2019,5/7,5/5,0/1,0/1,-,-
2018,25/19,1/2,24/17,-,-,-
2017,15/20,2/3,13/17,-,-,-
2016,27/22,7/6,20/16,-,-,-
2015,10/14,3/5,7/9,-,-,-
2014,13/13,1/1,12/12,-,-,-
