Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
02.06.2024,Vrbensky M.,2,,,,,,2,5,50%,79% (26/33),64% (21/33),0% (0/0),14% (5/35),59% (16/27),29% (2/7),71% (47/66),34% (21/62),53% (68/128),7,0,100% (11/11),18% (2/11),59% (13/22),"['6', '4']","['7', '5']",[],[],[],1.32
02.06.2024,Rikl P.,0,,,,,,8,4,56%,86% (30/35),41% (11/27),71% (5/7),21% (7/33),36% (12/33),0% (0/0),66% (41/62),29% (19/66),47% (60/128),3,2,82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],3.24
23.10.2023,Barton H.,2,,,,,,15,3,68%,73% (56/77),54% (20/37),85% (11/13),18% (9/50),36% (13/36),100% (1/1),67% (76/114),26% (22/86),49% (98/200),88% (14/16),7% (1/15),48% (15/31),[],[],"['6', '4']",[],[],1.98
23.10.2023,Rikl P.,1,,,,,,12,1,58%,82% (41/50),64% (23/36),0% (0/1),27% (21/77),46% (17/37),15% (2/13),74% (64/86),33% (38/114),51% (102/200),93% (14/15),13% (2/16),52% (16/31),"['2', '1', '6', '3']",[],[],[],[],1.76
22.10.2023,Rikl P.,2,,,,,,15,0,61%,87% (27/31),45% (9/20),100% (3/3),48% (16/33),44% (7/16),50% (4/8),71% (36/51),47% (23/49),59% (59/100),100% (8/8),50% (4/8),75% (12/16),"['1', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],2.36
22.10.2023,Karlovskiy E.,0,,,,,,2,0,67%,52% (17/33),56% (9/16),50% (4/8),13% (4/31),55% (11/20),0% (0/3),53% (26/49),29% (15/51),41% (41/100),50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.55
30.07.2023,Bittoun C.,1,,,,,,2,2,55%,69% (18/26),57% (12/21),75% (3/4),35% (7/20),68% (15/22),100% (4/4),64% (30/47),52% (22/42),58% (52/89),86% (6/7),57% (4/7),71% (10/14),"['2', '0', '4', '0', '5', '1']","['3', '2']",[],[],[],2.71
30.07.2023,Rikl P.,0,,,,,,2,4,48%,65% (13/20),32% (7/22),0% (0/4),31% (8/26),43% (9/21),25% (1/4),48% (20/42),36% (17/47),42% (37/89),43% (3/7),14% (1/7),29% (4/14),"['1', '4']",[],[],[],[],1.43
07.05.2023,Rybakov A.,2,,,,,,2,1,75%,79% (45/57),63% (12/19),100% (2/2),21% (11/52),50% (12/24),50% (1/2),75% (57/76),30% (23/76),53% (80/152),100% (12/12),8% (1/12),54% (13/24),[],"['6', '5']",[],[],[],1.58
07.05.2023,Rikl P.,0,,,,,,6,2,68%,79% (41/52),50% (12/24),50% (1/2),21% (12/57),37% (7/19),0% (0/2),70% (53/76),25% (19/76),47% (72/152),92% (11/12),0% (0/12),46% (11/24),[],[],[],[],[],2.29
25.04.2023,Valkusz M.,2,,,,,,6,8,61%,73% (35/48),48% (15/31),67% (4/6),44% (18/41),50% (18/36),56% (5/9),63% (50/79),47% (36/77),55% (86/156),85% (11/13),38% (5/13),62% (16/26),"['4', '3', '6', '3']","['3', '5']","['2', '0', '4', '0']",[],[],1.31
25.04.2023,Rikl P.,1,,,,,,5,1,53%,56% (23/41),50% (18/36),44% (4/9),27% (13/48),52% (16/31),33% (2/6),53% (41/77),37% (29/79),45% (70/156),62% (8/13),15% (2/13),38% (10/26),[],"['3', '2', '5', '2']",[],[],[],3.28
24.04.2023,Rikl P.,2,,,,,,11,2,59%,79% (26/33),57% (13/23),83% (5/6),36% (10/28),57% (12/21),80% (4/5),70% (39/56),45% (22/49),58% (61/105),89% (8/9),44% (4/9),67% (12/18),"['3', '2']","['1', '0', '4', '1', '5', '2']",[],[],[],2.05
24.04.2023,Stodder T.,0,,,,,,0,5,57%,64% (18/28),43% (9/21),20% (1/5),21% (7/33),43% (10/23),17% (1/6),55% (27/49),30% (17/56),42% (44/105),56% (5/9),11% (1/9),33% (6/18),[],"['2', '4']",[],[],[],1.71
23.04.2023,Rikl P.,2,,,,,,9,4,66%,79% (30/38),50% (10/20),100% (2/2),59% (20/34),24% (5/21),75% (3/4),69% (40/58),45% (25/55),58% (65/113),100% (9/9),33% (3/9),67% (12/18),"['4', '3', '6', '3']","['5', '3']",[],[],[],3.28
23.04.2023,Bourgue M.,0,,,,,,0,1,62%,41% (14/34),76% (16/21),25% (1/4),24% (9/38),50% (10/20),0% (0/2),55% (30/55),31% (18/58),42% (48/113),67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.31
11.01.2022,Rikl P.,2,,,,,,"['4', '0']","['2', '0', '5', '1']",[],[],[],1.71
11.01.2022,Danilov S.,0,,,,,,"['1', '4']",[],[],[],[],2.09
