Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,154/102,97/62,26/13,31/27,-,-
2024,1/6,1/6,-,-,-,-
2023,24/13,20/9,1/1,3/3,-,-
2022,11/6,10/6,1/0,-,-,-
2021,27/18,18/10,-,9/8,-,-
2020,7/4,4/1,-,3/3,-,-
2019,17/6,12/3,2/2,3/1,-,-
2018,46/23,26/13,17/8,3/2,-,-
2017,19/14,6/8,5/2,8/4,-,-
2016,2/2,0/1,-,2/1,-,-
2015,0/6,0/3,-,0/3,-,-
2014,0/4,0/2,-,0/2,-,-
