Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,74/76,53/53,11/17,0/3,-,10/3
2024,7/15,5/8,2/6,0/1,-,-
2023,30/26,21/20,3/3,0/1,-,6/2
2022,27/22,22/18,1/2,0/1,-,4/1
2021,6/9,2/5,4/4,-,-,-
2020,2/1,2/1,-,-,-,-
2019,1/2,-,1/2,-,-,-
2018,1/1,1/1,-,-,-,-
