Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,74/58,60/43,0/3,11/10,-,3/2
2024,25/13,20/10,-,2/1,-,3/2
2023,25/17,19/12,-,6/5,-,-
2022,12/9,11/9,-,1/0,-,-
2021,9/9,8/7,-,1/2,-,-
2020,0/2,0/2,-,-,-,-
2019,3/8,2/3,0/3,1/2,-,-
