Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,30/38,8/13,22/22,0/3,-,-
2024,22/18,5/6,17/12,-,-,-
2023,8/14,3/5,5/7,0/2,-,-
2022,0/4,0/2,0/2,-,-,-
2021,0/1,-,-,0/1,-,-
2020,0/1,-,0/1,-,-,-
