Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/52,4/6,30/45,-,-,3/1
2024,14/18,4/6,8/11,-,-,2/1
2023,14/15,-,13/15,-,-,1/0
2022,6/11,-,6/11,-,-,-
2021,3/8,-,3/8,-,-,-
