Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,266/159,18/11,245/139,3/9,-,-
2024,24/17,7/4,17/13,-,-,-
2023,54/33,0/1,54/31,0/1,-,-
2022,49/36,1/1,47/29,1/6,-,-
2021,75/29,-,73/27,2/2,-,-
2020,26/15,10/5,16/10,-,-,-
2019,10/13,-,10/13,-,-,-
2018,25/11,-,25/11,-,-,-
2017,0/1,-,0/1,-,-,-
2016,3/4,-,3/4,-,-,-
