Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,301/220,67/52,214/155,10/10,1/2,9/1
2024,17/8,2/1,5/5,5/2,-,5/0
2023,17/8,-,13/7,-,-,4/1
2022,29/20,1/2,28/18,-,-,-
2021,19/15,5/2,14/13,-,-,-
2020,4/5,-,4/5,-,-,-
2019,29/23,6/1,21/19,1/1,1/2,-
2018,45/27,4/4,39/21,2/2,-,-
2017,23/26,7/10,16/16,-,-,-
2016,31/31,13/8,18/20,0/3,-,-
2015,42/27,19/10,21/15,2/2,-,-
2014,43/29,10/14,33/15,-,-,-
2013,2/1,-,2/1,-,-,-
