Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,54/43,39/33,9/4,6/6,-,-
2024,18/5,14/5,4/0,-,-,-
2023,3/2,-,3/2,-,-,-
2022,9/11,4/8,2/2,3/1,-,-
2021,12/8,12/7,-,0/1,-,-
2020,10/15,8/12,-,2/3,-,-
2018,1/1,-,-,1/1,-,-
2017,1/1,1/1,-,-,-,-
