Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  Beijing (China),hard,header
25.09. 13:05,Korpatsch T.,1,3,7,3,,,1,4,51%,58% (26/45),49% (21/43),50% (7/14),33% (18/54),56% (23/41),36% (5/14),6,53% (47/88),43% (41/95),48% (88/183),3,53% (8/15),33% (5/15),43% (13/30),"['2', '2']","['4', '3', '6', '5']","['1', '2', '2', '5']",[],[],0
25.09. 13:05,Burel C.,2,6,5,6,,,1,3,57%,67% (36/54),44% (18/41),64% (9/14),42% (19/45),51% (22/43),50% (7/14),7,57% (54/95),47% (41/88),52% (95/183),5,67% (10/15),47% (7/15),57% (17/30),"['2', '1', '4', '3', '6', '3']","['5', '5']","['2', '0', '3', '1', '5', '1']",[],[],0
WTA - SINGLES :  Beijing (China) - Qualification,hard,header
24.09. 13:25,Korpatsch T.,0,6^5,4,,,,4,6,65%,59% (32/54),34% (10/29),45% (5/11),39% (17/44),62% (16/26),71% (5/7),8,51% (42/83),47% (33/70),49% (75/153),3,45% (5/11),45% (5/11),45% (10/22),"['1', '2', '3', '2', '4', '3', '6', '5']","['3', '1']",[],[],[],2.51
24.09. 13:25,Parks A.,2,7^7,6,,,,4,9,63%,61% (27/44),38% (10/26),29% (2/7),41% (22/54),66% (19/29),55% (6/11),6,53% (37/70),49% (41/83),51% (78/153),4,55% (6/11),55% (6/11),55% (12/22),"['2', '0', '3', '3', '5', '5', '6', '6']","['2', '3', '4', '3']",[],[],[],1.49
23.09. 12:15,Korpatsch T.,2,6,6,,,,1,6,40%,65% (15/23),47% (16/34),25% (1/4),48% (12/25),83% (20/24),88% (7/8),7,54% (31/57),65% (32/49),59% (63/106),6,63% (5/8),88% (7/8),75% (12/16),"['2', '0', '3', '1', '4', '2']","['1', '0', '3', '0', '5', '0', '6', '1']",[],[],[],2.25
23.09. 12:15,Bolkvadze M.,0,3,1,,,,0,11,51%,52% (13/25),17% (4/24),13% (1/8),35% (8/23),53% (18/34),75% (3/4),4,35% (17/49),46% (26/57),41% (43/106),1,13% (1/8),38% (3/8),25% (4/16),"['1', '2', '2', '3']","['1', '5']",[],[],[],1.60
CHALLENGER WOMEN - SINGLES :  Montreux (Switzerland),clay,header
03.09. 17:10,Korpatsch T.,0,0,2,,,,0,6,33%,46% (6/13),26% (7/27),40% (4/10),25% (5/20),41% (9/22),20% (1/5),3,33% (13/40),33% (14/42),33% (27/82),1,14% (1/7),14% (1/7),14% (2/14),[],"['1', '0']",[],[],[],1.43
03.09. 17:10,Barthel M.,2,6,6,,,,0,2,48%,75% (15/20),59% (13/22),80% (4/5),54% (7/13),74% (20/27),60% (6/10),7,67% (28/42),68% (27/40),67% (55/82),6,86% (6/7),86% (6/7),86% (12/14),"['2', '0', '4', '0', '6', '0']","['1', '1', '4', '2', '6', '2']",[],[],[],2.53
WTA - SINGLES :  US Open (USA),hard,header
27.08. 00:35,Korpatsch T.,1,6,3,4,,,4,7,40%,68% (25/37),40% (22/55),54% (7/13),36% (14/39),51% (23/45),71% (5/7),17,42,60% (6/10),8,51% (47/92),44% (37/84),48% (84/176),4,57% (8/14),36% (5/14),46% (13/28),"['2', '2', '4', '2', '5', '3']","['2', '5']","['2', '2']",[],[],3.39
27.08. 00:35,Uchijima M.,2,3,6,6,,,2,10,46%,64% (25/39),49% (22/45),29% (2/7),32% (12/37),60% (33/55),46% (6/13),25,47,70% (14/20),6,56% (47/84),49% (45/92),52% (92/176),3,64% (9/14),43% (6/14),54% (15/28),"['1', '0', '3', '4']","['2', '0', '5', '1']","['2', '1', '4', '3']",[],[],1.33
WTA - SINGLES :  Cleveland (USA) - Qualification,hard,header
