Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,164/168,19/23,140/133,1/2,4/10,-
2024,15/9,-,14/7,-,1/2,-
2023,26/21,-,24/19,-,2/2,-
2022,10/11,1/1,9/10,-,-,-
2021,21/16,0/1,20/13,1/2,-,-
2020,13/19,-,12/18,-,1/1,-
2019,20/24,5/6,15/17,-,0/1,-
2018,16/22,0/1,16/20,-,0/1,-
2017,13/13,5/5,8/7,-,0/1,-
2016,9/13,3/3,6/9,-,0/1,-
2015,18/15,3/4,15/10,-,0/1,-
2014,3/3,2/2,1/1,-,-,-
2013,0/2,-,0/2,-,-,-
