Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,85/89,31/34,54/55,-,-,-
2024,13/14,5/4,8/10,-,-,-
2023,33/35,10/14,23/21,-,-,-
2022,22/25,9/11,13/14,-,-,-
2021,12/11,4/3,8/8,-,-,-
2020,2/1,-,2/1,-,-,-
2019,0/1,0/1,-,-,-,-
2018,3/2,3/1,0/1,-,-,-
