Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,256/219,126/99,87/95,29/16,14/9,-
2024,19/21,1/6,9/11,0/2,9/2,-
2023,22/28,6/9,7/13,8/3,1/3,-
2022,36/30,7/9,7/14,18/3,4/4,-
2021,25/27,15/12,10/13,0/2,-,-
2020,91/46,69/30,20/14,2/2,-,-
2019,29/26,8/13,21/13,-,-,-
2018,17/23,8/11,9/10,0/2,-,-
2017,14/16,9/7,4/7,1/2,-,-
2016,3/2,3/2,-,-,-,-
