Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,303/307,208/209,29/32,66/66,-,-
2024,21/20,17/13,1/1,3/6,-,-
2023,17/30,11/19,1/3,5/8,-,-
2022,23/25,14/17,0/1,9/7,-,-
2021,24/24,22/20,-,2/4,-,-
2020,13/11,12/9,-,1/2,-,-
2019,42/31,29/22,6/4,7/5,-,-
2018,16/26,15/20,1/3,0/3,-,-
2017,30/29,25/23,3/2,2/4,-,-
2016,36/32,28/23,5/6,3/3,-,-
2015,28/26,7/9,12/11,9/6,-,-
2014,24/19,12/11,0/1,12/7,-,-
2013,15/22,3/12,-,12/10,-,-
2012,11/9,10/8,-,1/1,-,-
2011,3/3,3/3,-,-,-,-
