Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,53/38,46/31,7/6,0/1,-,-
2024,40/25,33/19,7/6,-,-,-
2023,13/12,13/12,-,-,-,-
2021,0/1,-,-,0/1,-,-
