Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,274/223,76/58,137/107,36/32,23/24,2/2
2024,26/18,4/8,16/6,-,6/4,-
2023,37/30,15/6,18/15,0/3,3/5,1/1
2022,24/33,7/4,7/16,3/5,7/8,-
2021,32/26,8/6,13/11,10/4,1/4,0/1
2020,17/24,5/5,6/12,6/7,-,-
2019,37/33,7/7,17/18,6/5,6/3,1/0
2018,46/26,15/10,20/10,11/6,-,-
2017,35/21,13/9,22/10,0/2,-,-
2016,19/10,1/1,18/9,-,-,-
2014,1/1,1/1,-,-,-,-
2013,0/1,0/1,-,-,-,-
