Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,322/222,65/62,228/138,8/10,21/12,-
2024,34/25,1/4,29/18,-,4/3,-
2023,19/31,2/7,12/18,2/2,3/4,-
2022,54/22,9/9,41/10,0/1,4/2,-
2021,25/26,7/8,18/18,-,-,-
2020,14/12,0/3,5/6,3/2,6/1,-
2019,42/33,4/7,31/22,3/2,4/2,-
2018,59/29,24/11,35/16,0/2,-,-
2017,55/32,18/13,37/19,-,-,-
2016,20/12,-,20/11,0/1,-,-
