Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Shenzhen 2 (China),hard,header
17.10. 08:05,Noguchi R.,0,2,3,,,,0,2,59%,70% (21/30),29% (6/21),50% (4/8),12% (3/26),45% (10/22),0% (0/1),6,53% (27/51),27% (13/48),40% (40/99),1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],4.61
17.10. 08:05,McDonald M.,2,6,6,,,,6,3,54%,88% (23/26),55% (12/22),100% (1/1),30% (9/30),71% (15/21),50% (4/8),7,73% (35/48),47% (24/51),60% (59/99),5,100% (8/8),44% (4/9),71% (12/17),"['2', '1', '4', '1']","['1', '0', '6', '3']",[],[],[],1.17
15.10. 07:40,Noguchi R.,2,6,6,,,,2,1,64%,63% (17/27),80% (12/15),0% (0/2),50% (15/30),63% (12/19),63% (5/8),11,69% (29/42),55% (27/49),62% (56/91),7,78% (7/9),63% (5/8),71% (12/17),"['2', '0', '5', '3']","['1', '0', '3', '0', '5', '0']",[],[],[],1.44
15.10. 07:40,Takahashi Y.,0,3,2,,,,1,0,61%,50% (15/30),37% (7/19),38% (3/8),37% (10/27),20% (3/15),100% (2/2),7,45% (22/49),31% (13/42),38% (35/91),2,38% (3/8),22% (2/9),29% (5/17),"['3', '4']","['1', '5']",[],[],[],2.66
ITF MEN - SINGLES :  M25 Cairns (Australia),hard,header
06.10. 08:30,Noguchi R.,2,6^5,6,7^7,,,"['2', '3']","['6', '4']","['2', '0']",[],[],1.33
06.10. 08:30,Ellis B.,1,7^7,4,6^4,,,"['3', '1']",[],"['3', '4']",[],[],3.09
05.10. 08:00,Noguchi R.,2,6,6,,,,"['1', '2', '4', '3', '5', '4']","['1', '2', '3', '2', '5', '2']",[],[],[],1.43
05.10. 08:00,Winter E.,0,4,2,,,,"['2', '0', '4', '4']","['2', '0']",[],[],[],2.66
04.10. 06:30,Noguchi R.,2,6,6,,,,"['2', '0', '4', '2', '6', '2']","['2', '0', '4', '0']",[],[],[],1.12
04.10. 06:30,Klintcharov A.,0,2,1,,,,"['2', '3']",[],[],[],[],5.37
03.10. 09:35,Noguchi R.,2,6,6,,,,"['3', '2', '5', '2']","['1', '0', '4', '1']",[],[],[],1.25
03.10. 09:35,Sinclair C.,0,2,2,,,,[],[],[],[],[],3.62
01.10. 10:40,Noguchi R.,2,6,6,,,,"['1', '0', '4', '1']","['1', '0', '3', '0']",[],[],[],1.27
01.10. 10:40,Watt J.,0,2,2,,,,[],[],[],[],[],3.46
CHALLENGER MEN - SINGLES :  Nonthaburi 4 (Thailand),hard,header
26.09. 11:10,Noguchi R.,0,4,5,,,,1,2,72%,55% (34/62),21% (5/24),50% (7/14),35% (16/46),64% (21/33),56% (5/9),5,45% (39/86),47% (37/79),46% (76/165),3,36% (4/11),45% (5/11),41% (9/22),"['2', '1', '3', '2']","['1', '0', '2', '3', '4', '5']",[],[],[],2.99
26.09. 11:10,Svrcina D.,2,6,7,,,,0,7,58%,65% (30/46),36% (12/33),44% (4/9),45% (28/62),79% (19/24),50% (7/14),8,53% (42/79),55% (47/86),54% (89/165),4,55% (6/11),64% (7/11),59% (13/22),"['2', '2', '4', '4', '6', '4']","['1', '1', '3', '1', '4', '2', '7', '5']",[],[],[],1.36
24.09. 12:55,Noguchi R.,2,7^7,7,,,,1,3,70%,65% (41/63),59% (16/27),50% (2/4),31% (14/45),49% (18/37),38% (3/8),5,63% (57/90),39% (32/82),52% (89/172),2,83% (10/12),25% (3/12),54% (13/24),"['1', '0']","['1', '1', '7', '5']",[],[],[],3.33
24.09. 12:55,Marterer M.,0,6^3,5,,,,5,2,55%,69% (31/45),51% (19/37),63% (5/8),35% (22/63),41% (11/27),50% (2/4),8,61% (50/82),37% (33/90),48% (83/172),3,75% (9/12),17% (2/12),46% (11/24),"['3', '3']","['1', '0']",[],[],[],1.30
CHALLENGER MEN - SINGLES :  Guangzhou 2 (China),hard,header
CHALLENGER MEN - SINGLES :  Guangzhou 2 (China),hard,header
09.09. 11:55,Noguchi R.,0,3,4,,,,1,0,61%,66% (25/38),38% (9/24),75% (9/12),19% (6/32),42% (8/19),50% (1/2),7,55% (34/62),27% (14/51),42% (48/113),2,67% (6/9),10% (1/10),37% (7/19),"['3', '4']",[],[],[],[],3.58
09.09. 11:55,Atmane T.,2,6,6,,,,9,4,63%,81% (26/32),58% (11/19),50% (1/2),34% (13/38),63% (15/24),25% (3/12),11,73% (37/51),45% (28/62),58% (65/113),3,90% (9/10),33% (3/9),63% (12/19),"['2', '0', '5', '3']","['2', '1']",[],[],[],1.27
CHALLENGER MEN - SINGLES :  Shanghai (China),hard,header
03.09. 15:40,Noguchi R.,0,5,6^4,,,,2,1,80%,59% (39/66),56% (9/16),56% (5/9),30% (16/53),55% (16/29),43% (3/7),7,59% (48/82),39% (32/82),49% (80/164),5,67% (8/12),25% (3/12),46% (11/24),"['2', '1', '4', '1']","['4', '3']",[],[],[],1.86
03.09. 15:40,Gomez F. A.,2,7,7^7,,,,9,3,65%,70% (37/53),45% (13/29),57% (4/7),41% (27/66),44% (7/16),44% (4/9),6,61% (50/82),41% (34/82),51% (84/164),7,75% (9/12),33% (4/12),54% (13/24),"['3', '5', '5', '5', '7', '5']","['4', '4']",[],[],[],1.88
CHALLENGER MEN - SINGLES :  Shanghai (China) - Qualification,hard,header
02.09. 10:55,Noguchi R.,2,7^9,6,,,,4,0,86%,75% (43/57),44% (4/9),50% (1/2),36% (16/45),61% (17/28),38% (3/8),9,71% (47/66),45% (33/73),58% (80/139),4,90% (9/10),30% (3/10),60% (12/20),"['3', '2']","['4', '2', '6', '2']",[],[],[],1.70
02.09. 10:55,Cui J.,0,6^7,2,,,,5,2,62%,64% (29/45),39% (11/28),63% (5/8),25% (14/57),56% (5/9),50% (1/2),4,55% (40/73),29% (19/66),42% (59/139),2,70% (7/10),10% (1/10),40% (8/20),"['3', '3']",[],[],[],[],2.09
01.09. 17:25,Noguchi R.,2,6^6,7,6,,,5,1,69%,72% (47/65),52% (15/29),71% (5/7),41% (23/56),55% (22/40),60% (6/10),11,66% (62/94),47% (45/96),56% (107/190),9,87% (13/15),40% (6/15),63% (19/30),[],"['2', '3', '4', '3', '6', '5']","['1', '0', '3', '0', '5', '0']",[],[],1.55
01.09. 17:25,Basic M.,1,7^8,5,0,,,6,3,58%,59% (33/56),45% (18/40),40% (4/10),28% (18/65),48% (14/29),29% (2/7),6,53% (51/96),34% (32/94),44% (83/190),3,60% (9/15),13% (2/15),37% (11/30),[],"['3', '1', '4', '4']",[],[],[],2.36
CHALLENGER MEN - SINGLES :  Zhangjiagang (China),hard,header
30.08. 11:45,Noguchi R.,0,4,2,,,,0,0,82%,63% (31/49),27% (3/11),63% (5/8),11% (3/28),33% (6/18),0% (0/0),4,57% (34/60),20% (9/46),41% (43/106),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.31
30.08. 11:45,Lajal M.,2,6,6,,,,4,1,61%,89% (25/28),67% (12/18),0% (0/0),37% (18/49),73% (8/11),38% (3/8),6,80% (37/46),43% (26/60),59% (63/106),5,100% (9/9),33% (3/9),67% (12/18),"['6', '4']","['2', '0', '6', '2']",[],[],[],1.31
28.08. 07:40,Noguchi R.,2,0,6,6,,,10,1,72%,64% (27/42),44% (7/16),20% (1/5),36% (17/47),66% (19/29),38% (5/13),7,59% (34/58),47% (36/76),52% (70/134),9,64% (7/11),45% (5/11),55% (12/22),[],"['1', '0', '4', '3', '6', '3']","['2', '0', '4', '0']",[],[],1.70
28.08. 07:40,Cui J.,1,6,3,1,,,2,7,62%,64% (30/47),34% (10/29),62% (8/13),36% (15/42),56% (9/16),80% (4/5),13,53% (40/76),41% (24/58),48% (64/134),6,55% (6/11),36% (4/11),45% (10/22),"['2', '0', '4', '0', '6', '0']","['1', '1']",[],[],[],2.07
27.08. 07:40,Noguchi R.,2,6,6,,,,1,1,77%,59% (24/41),58% (7/12),40% (2/5),41% (11/27),73% (22/30),60% (6/10),6,58% (31/53),58% (33/57),58% (64/110),3,67% (6/9),67% (6/9),67% (12/18),"['1', '1', '5', '3']","['2', '1', '3', '2', '4', '3', '6', '3']",[],[],[],1.10
27.08. 07:40,Haliak M.,0,3,3,,,,2,4,47%,59% (16/27),27% (8/30),40% (4/10),41% (17/41),42% (5/12),60% (3/5),5,42% (24/57),42% (22/53),42% (46/110),1,33% (3/9),33% (3/9),33% (6/18),"['1', '0']","['2', '2', '3', '3']",[],[],[],6.44
CHALLENGER MEN - SINGLES :  Jinan (China),hard,header
24.08. 09:10,Noguchi R.,0,5,3,,,,2,0,71%,69% (31/45),44% (8/18),57% (4/7),23% (10/43),52% (13/25),50% (1/2),4,62% (39/63),34% (23/68),47% (62/131),3,70% (7/10),9% (1/11),38% (8/21),[],"['2', '5']",[],[],[],3.92
24.08. 09:10,Wu Y.,2,7,6,,,,7,4,63%,77% (33/43),48% (12/25),50% (1/2),31% (14/45),56% (10/18),43% (3/7),9,66% (45/68),38% (24/63),53% (69/131),7,91% (10/11),30% (3/10),62% (13/21),"['7', '5']","['2', '0', '4', '0']",[],[],[],1.23
23.08. 10:10,Noguchi R.,2,7^7,3,7,,,1,3,68%,60% (46/77),43% (16/37),43% (6/14),37% (22/59),58% (28/48),64% (7/11),8,54% (62/114),47% (50/107),51% (112/221),3,53% (9/17),44% (7/16),48% (16/33),"['1', '0', '6', '5']",[],"['1', '0', '2', '1', '3', '4', '5', '4', '6', '5']",[],[],2.40
23.08. 10:10,Shimizu Y.,1,6^4,6,5,,,5,3,55%,63% (37/59),42% (20/48),36% (4/11),40% (31/77),57% (21/37),57% (8/14),10,53% (57/107),46% (52/114),49% (109/221),3,56% (9/16),47% (8/17),52% (17/33),"['3', '3', '6', '6']","['2', '1', '6', '3']","['1', '1', '2', '2', '4', '2', '5', '5']",[],[],1.54
22.08. 11:00,Noguchi R.,2,6,6,,,,2,1,67%,87% (26/30),53% (8/15),0% (0/1),39% (13/33),73% (8/11),44% (4/9),8,76% (34/45),48% (21/44),62% (55/89),3,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '2']","['1', '0', '5', '2']",[],[],[],1.45
22.08. 11:00,Shin W.,0,3,2,,,,3,0,75%,61% (20/33),27% (3/11),56% (5/9),13% (4/30),47% (7/15),100% (1/1),4,52% (23/44),24% (11/45),38% (34/89),2,50% (4/8),11% (1/9),29% (5/17),"['1', '2']",[],[],[],[],2.66
21.08. 08:10,Noguchi R.,2,6,6,,,,1,1,59%,81% (22/27),74% (14/19),0% (0/0),33% (14/43),71% (17/24),30% (3/10),7,78% (36/46),46% (31/67),59% (67/113),4,100% (9/9),33% (3/9),67% (12/18),"['5', '3']","['4', '3', '6', '3']",[],[],[],1.92
21.08. 08:10,McHugh A.,0,3,3,,,,1,2,64%,67% (29/43),29% (7/24),70% (7/10),19% (5/27),26% (5/19),0% (0/0),3,54% (36/67),22% (10/46),41% (46/113),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.82
19.08. 13:40,Noguchi R.,2,7,6,,,,1,1,71%,80% (36/45),56% (10/18),80% (4/5),32% (12/37),49% (17/35),38% (3/8),7,73% (46/63),40% (29/72),56% (75/135),3,91% (10/11),27% (3/11),59% (13/22),"['3', '2', '6', '5']","['2', '1']",[],[],[],1.41
19.08. 13:40,Bobrov B.,0,5,4,,,,8,3,51%,68% (25/37),51% (18/35),63% (5/8),20% (9/45),44% (8/18),20% (1/5),6,60% (43/72),27% (17/63),44% (60/135),3,73% (8/11),9% (1/11),41% (9/22),"['4', '4']",[],[],[],[],2.75
CHALLENGER MEN - SINGLES :  Lexington (USA),hard,header
30.07. 21:05,Noguchi R.,0,4,1,,,,0,3,68%,60% (24/40),32% (6/19),43% (3/7),28% (8/29),42% (13/31),17% (1/6),5,51% (30/59),35% (21/60),43% (51/119),2,50% (4/8),11% (1/9),29% (5/17),"['4', '3']",[],[],[],[],4.06
