Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,185/124,127/76,50/35,8/13,-,-
2024,36/22,24/12,7/6,5/4,-,-
2023,38/25,12/11,25/9,1/5,-,-
2022,40/28,29/17,10/10,1/1,-,-
2021,19/14,17/10,2/4,-,-,-
2020,0/1,-,0/1,-,-,-
2019,24/16,17/13,6/2,1/1,-,-
2018,18/12,18/9,0/1,0/2,-,-
2017,7/5,7/3,0/2,-,-,-
2016,3/1,3/1,-,-,-,-
