Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,27/24,5/8,22/14,0/2,-,-
2024,21/11,2/2,19/9,-,-,-
2023,3/5,1/2,2/3,-,-,-
2022,1/3,-,1/2,0/1,-,-
2021,2/5,2/4,-,0/1,-,-
