Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,137/126,93/80,30/26,14/18,0/2,-
2024,23/30,18/21,5/5,0/3,0/1,-
2023,29/39,17/25,9/10,3/3,0/1,-
2022,44/24,34/12,5/4,5/8,-,-
2021,32/19,18/13,8/3,6/3,-,-
2020,3/6,0/2,3/3,0/1,-,-
2019,4/5,4/4,0/1,-,-,-
2018,2/2,2/2,-,-,-,-
2017,0/1,0/1,-,-,-,-
