Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,19/20,8/11,9/5,1/2,-,1/2
2024,5/7,4/5,0/1,1/1,-,-
2023,14/12,4/6,9/4,0/1,-,1/1
2022,0/1,-,-,-,-,0/1
