Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,150/163,105/126,19/11,26/26,-,-
2024,4/5,4/5,-,-,-,-
2023,9/13,9/13,-,-,-,-
2022,16/27,12/20,-,4/7,-,-
2021,21/15,13/9,3/3,5/3,-,-
2020,9/9,6/6,-,3/3,-,-
2019,14/16,8/10,6/3,0/3,-,-
2018,33/19,14/11,10/5,9/3,-,-
2017,16/14,13/12,-,3/2,-,-
2016,13/14,11/10,-,2/4,-,-
2015,3/9,3/9,-,-,-,-
2014,6/11,6/11,-,-,-,-
2013,2/5,2/5,-,-,-,-
2012,4/4,4/4,-,-,-,-
2011,0/2,0/1,-,0/1,-,-
