Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,90/59,8/6,76/48,1/2,5/3,-
2024,13/14,-,12/14,1/0,-,-
2023,27/18,-,26/15,0/1,1/2,-
2022,27/16,4/3,19/11,0/1,4/1,-
2021,6/3,-,6/3,-,-,-
2020,0/1,-,0/1,-,-,-
2019,17/6,4/3,13/3,-,-,-
2018,0/1,-,0/1,-,-,-
