Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,288/184,190/126,82/43,15/14,1/1,-
2024,47/14,42/11,5/3,-,-,-
2023,19/22,14/13,2/4,3/5,-,-
2022,24/30,12/18,10/8,1/3,1/1,-
2021,27/23,10/12,17/11,-,-,-
2020,38/15,21/9,8/2,9/4,-,-
2019,28/26,14/16,12/8,2/2,-,-
2018,41/9,22/7,19/2,-,-,-
2017,8/3,8/3,-,-,-,-
2013,22/17,15/15,7/2,-,-,-
2012,26/13,24/11,2/2,-,-,-
2011,7/7,7/7,-,-,-,-
2010,0/3,0/3,-,-,-,-
2009,1/2,1/1,0/1,-,-,-
