Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,76/96,11/19,51/63,14/14,-,-
2024,7/21,1/2,4/16,2/3,-,-
2023,26/25,2/3,18/20,6/2,-,-
2022,26/27,3/5,18/17,5/5,-,-
2021,17/21,5/8,11/10,1/3,-,-
2018,0/1,0/1,-,-,-,-
2017,0/1,-,-,0/1,-,-
