Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,207/137,174/97,27/26,6/14,-,-
2024,41/25,40/23,0/1,1/1,-,-
2023,53/36,49/28,4/4,0/4,-,-
2022,47/22,33/13,10/7,4/2,-,-
2021,41/20,31/15,10/5,-,-,-
2020,9/13,6/4,3/7,0/2,-,-
2019,9/9,9/6,0/2,0/1,-,-
2018,6/7,6/7,-,-,-,-
2017,1/4,0/1,-,1/3,-,-
2016,0/1,-,-,0/1,-,-
