Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,106/90,15/13,86/71,4/5,1/1,-
2024,27/23,1/3,25/18,1/2,-,-
2023,28/22,-,27/20,0/1,1/1,-
2022,22/13,4/2,18/10,0/1,-,-
2020,3/3,3/2,0/1,-,-,-
2019,2/7,-,2/7,-,-,-
2018,19/14,7/6,9/7,3/1,-,-
2017,1/5,-,1/5,-,-,-
2016,2/2,-,2/2,-,-,-
2015,2/1,-,2/1,-,-,-
