Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Lima 2 (Peru),clay,header
06.11. 00:10,Luz O.,0,5,3,,,,0,1,57%,52% (17/33),40% (10/25),0% (0/5),35% (15/43),40% (8/20),50% (3/6),47% (27/58),37% (23/63),41% (50/121),4,0,50% (5/10),27% (3/11),38% (8/21),"['1', '0', '3', '2']","['1', '0']",[],[],[],3.26
06.11. 00:10,Coria F.,2,7,6,,,,2,2,68%,65% (28/43),60% (12/20),50% (3/6),48% (16/33),60% (15/25),100% (5/5),63% (40/63),53% (31/58),59% (71/121),6,0,73% (8/11),50% (5/10),62% (13/21),"['1', '1', '3', '3', '7', '5']","['1', '1', '4', '2']",[],[],[],1.31
CHALLENGER MEN - SINGLES :  Lima 2 (Peru) - Qualification,clay,header
05.11. 00:40,Luz O.,2,7,6,,,,2,0,62%,83% (33/40),60% (15/25),100% (3/3),24% (10/42),53% (10/19),50% (2/4),74% (48/65),33% (20/61),54% (68/126),7,0,100% (11/11),18% (2/11),59% (13/22),"['6', '5']","['5', '4']",[],[],[],1.97
05.11. 00:40,Olivieri G. A.,0,5,4,,,,2,1,69%,76% (32/42),47% (9/19),50% (2/4),18% (7/40),40% (10/25),0% (0/3),67% (41/61),26% (17/65),46% (58/126),3,2,82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],1.76
04.11. 01:30,Luz O.,2,6,6,,,,1,0,58%,72% (18/25),83% (15/18),0% (0/1),40% (17/43),71% (5/7),67% (4/6),77% (33/43),44% (22/50),59% (55/93),7,0,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '4', '1']","['3', '4', '5', '4']",[],[],[],1.21
04.11. 01:30,Rubio Fierros A. F.,0,2,4,,,,1,0,86%,60% (26/43),29% (2/7),33% (2/6),28% (7/25),17% (3/18),100% (1/1),56% (28/50),23% (10/43),41% (38/93),3,0,56% (5/9),11% (1/9),33% (6/18),[],"['4', '2']",[],[],[],4.12
CHALLENGER MEN - SINGLES :  Curitiba (Brazil),clay,header
22.10. 20:30,Luz O.,0,4,4,,,,0,3,58%,68% (25/37),48% (13/27),57% (4/7),20% (6/30),30% (6/20),100% (1/1),59% (38/64),24% (12/50),44% (50/114),5,0,70% (7/10),10% (1/10),40% (8/20),[],"['2', '2']",[],[],[],3.39
22.10. 20:30,Heide G.,2,6,6,,,,4,3,60%,80% (24/30),70% (14/20),0% (0/1),32% (12/37),52% (14/27),43% (3/7),76% (38/50),41% (26/64),56% (64/114),5,0,90% (9/10),30% (3/10),60% (12/20),"['1', '0']","['2', '1', '4', '3']",[],[],[],1.29
CHALLENGER MEN - SINGLES :  Curitiba (Brazil) - Qualification,clay,header
21.10. 20:35,Luz O.,2,6,6,,,,7,3,63%,80% (28/35),52% (11/21),100% (2/2),64% (16/25),32% (6/19),80% (4/5),70% (39/56),50% (22/44),61% (61/100),6,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '5', '1']","['1', '0', '4', '1']",[],[],[],1.69
21.10. 20:35,Roncadelli F.,0,1,2,,,,2,0,57%,36% (9/25),68% (13/19),20% (1/5),20% (7/35),48% (10/21),0% (0/2),50% (22/44),30% (17/56),39% (39/100),4,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.07
20.10. 23:00,Luz O.,2,6,6^4,6,,,7,4,63%,66% (46/70),44% (18/41),67% (8/12),47% (27/57),55% (18/33),73% (8/11),58% (64/111),50% (45/90),54% (109/201),5,0,71% (10/14),53% (8/15),62% (18/29),"['2', '0', '6', '2']","['2', '0', '3', '1']","['1', '0', '3', '2', '5', '2', '6', '3']",[],[],1.17
20.10. 23:00,Gimenez I.,1,2,7^7,3,,,5,0,63%,53% (30/57),45% (15/33),27% (3/11),34% (24/70),56% (23/41),33% (4/12),50% (45/90),42% (47/111),46% (92/201),5,5,47% (7/15),29% (4/14),38% (11/29),[],"['1', '2', '4', '5']","['1', '1', '3', '5']",[],[],4.66
CHALLENGER MEN - SINGLES :  Campinas (Brazil) - Qualification,clay,header
13.10. 23:55,Luz O.,1,2,7,4,,,4,2,60%,75% (42/56),45% (17/38),64% (7/11),0 km/h,0 km/h,27% (16/59),41% (14/34),33% (2/6),63% (59/94),32% (30/93),48% (89/187),2,0,73% (11/15),13% (2/15),43% (13/30),[],"['3', '1', '7', '5']",[],[],[],1.48
13.10. 23:55,Boscardin Dias P.,2,6,5,6,,,4,7,63%,73% (43/59),59% (20/34),67% (4/6),0 km/h,0 km/h,25% (14/56),55% (21/38),36% (4/11),68% (63/93),37% (35/94),52% (98/187),8,0,87% (13/15),27% (4/15),57% (17/30),"['2', '1', '5', '2']","['2', '3']","['5', '4']",[],[],2.53
CHALLENGER MEN - SINGLES :  Villa Maria (Argentina) - Qualification,clay,header
08.10. 20:25,Luz O.,0,2,3,,,,0,1,62%,54% (15/28),53% (9/17),50% (4/8),0 km/h,0 km/h,29% (10/35),33% (5/15),50% (1/2),53% (24/45),30% (15/50),41% (39/95),5,0,50% (4/8),11% (1/9),29% (5/17),"['1', '4']",[],[],[],[],1.87
08.10. 20:25,Alves M.,2,6,6,,,,4,3,70%,71% (25/35),67% (10/15),50% (1/2),0 km/h,0 km/h,46% (13/28),47% (8/17),50% (4/8),70% (35/50),47% (21/45),59% (56/95),5,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '0', '6', '2']","['3', '1']",[],[],[],1.85
07.10. 01:20,Luz O.,2,6,6,,,,3,2,60%,84% (21/25),53% (9/17),0% (0/0),0 km/h,0 km/h,43% (13/30),70% (14/20),56% (5/9),71% (30/42),54% (27/50),62% (57/92),7,0,100% (7/7),63% (5/8),80% (12/15),"['3', '2', '5', '2']","['1', '0', '3', '0', '6', '1']",[],[],[],1.34
07.10. 01:20,Farjat T.,0,2,1,,,,4,1,60%,57% (17/30),30% (6/20),44% (4/9),0 km/h,0 km/h,16% (4/25),47% (8/17),0% (0/0),46% (23/50),29% (12/42),38% (35/92),3,1,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],3.23
CHALLENGER MEN - SINGLES :  Buenos Aires 3 (Argentina) - Qualification,clay,header
30.09. 22:00,Luz O.,0,6^3,2,,,,1,3,58%,81% (30/37),33% (9/27),60% (3/5),0 km/h,0 km/h,23% (10/44),36% (9/25),0% (0/4),61% (39/64),28% (19/69),44% (58/133),3,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.20
30.09. 22:00,Huertas Del Pino C.,2,7^7,6,,,,5,3,64%,77% (34/44),64% (16/25),100% (4/4),0 km/h,0 km/h,19% (7/37),67% (18/27),40% (2/5),72% (50/69),39% (25/64),56% (75/133),7,0,100% (10/10),20% (2/10),60% (12/20),[],"['3', '2', '5', '2']",[],[],[],4.30
29.09. 18:40,Luz O.,2,6^2,6,7,,,8,3,54%,77% (40/52),59% (26/44),33% (1/3),0 km/h,0 km/h,38% (38/99),46% (16/35),21% (4/19),69% (66/96),40% (54/134),52% (120/230),7,0,88% (15/17),24% (4/17),56% (19/34),"['3', '2', '4', '5']","['6', '4']","['7', '5']",[],[],1.57
29.09. 18:40,Lavagno E.,1,7^7,4,5,,,3,5,74%,62% (61/99),54% (19/35),79% (15/19),0 km/h,0 km/h,23% (12/52),41% (18/44),67% (2/3),60% (80/134),31% (30/96),48% (110/230),3,1,76% (13/17),12% (2/17),44% (15/34),"['3', '3', '5', '3']",[],[],[],[],2.31
CHALLENGER MEN - SINGLES :  Antofagasta (Chile),clay,header
26.09. 18:40,Luz O.,0,2,1,,,,0,1,53%,50% (13/26),43% (10/23),44% (4/9),0 km/h,0 km/h,21% (3/14),15% (3/20),0% (0/0),47% (23/49),18% (6/34),35% (29/83),2,1,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],3.26
26.09. 18:40,Heide G.,2,6,6,,,,3,2,41%,79% (11/14),85% (17/20),0% (0/0),0 km/h,0 km/h,50% (13/26),57% (13/23),56% (5/9),82% (28/34),53% (26/49),65% (54/83),8,0,100% (7/7),63% (5/8),80% (12/15),"['1', '0', '3', '0']","['1', '0', '4', '1', '6', '1']",[],[],[],1.31
24.09. 21:35,Luz O.,2,7^7,6^5,6,,,4,6,63%,68% (52/76),55% (24/44),88% (7/8),0 km/h,0 km/h,29% (17/59),56% (25/45),38% (3/8),63% (76/120),40% (42/104),53% (118/224),6,0,94% (15/16),20% (3/15),58% (18/31),[],"['2', '3']","['2', '0', '5', '1']",[],[],1.39
24.09. 21:35,Barrena A.,1,6^3,7^7,1,,,4,5,57%,71% (42/59),44% (20/45),63% (5/8),0 km/h,0 km/h,32% (24/76),45% (20/44),13% (1/8),60% (62/104),37% (44/120),47% (106/224),4,3,80% (12/15),6% (1/16),42% (13/31),[],"['3', '1']",[],[],[],2.85
CHALLENGER MEN - SINGLES :  Cali (Colombia),clay,header
19.09. 22:40,Luz O.,1,3,6,6^7,,,2,6,55%,72% (38/53),47% (20/43),50% (3/6),0 km/h,0 km/h,30% (17/57),46% (17/37),27% (3/11),60% (58/96),36% (34/94),48% (92/190),5,5,80% (12/15),20% (3/15),50% (15/30),"['1', '4']","['4', '2']","['1', '0']",[],[],1.69
19.09. 22:40,Ambrogi L. E.,2,6,3,7^9,,,6,7,61%,70% (40/57),54% (20/37),73% (8/11),0 km/h,0 km/h,28% (15/53),53% (23/43),50% (3/6),64% (60/94),40% (38/96),52% (98/190),5,1,80% (12/15),20% (3/15),50% (15/30),"['2', '0', '4', '0']",[],"['5', '5']",[],[],2.09
