Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,72/65,29/28,19/14,4/4,-,20/19
2024,10/22,9/14,1/3,-,-,0/5
2023,21/18,17/12,0/1,-,-,4/5
2022,26/17,0/1,9/6,1/1,-,16/9
2018,4/2,3/1,-,1/1,-,-
2017,7/3,-,7/3,-,-,-
2016,4/2,-,2/1,2/1,-,-
2015,0/1,-,-,0/1,-,-
