Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,283/212,67/54,189/132,8/8,19/18,-
2024,26/21,4/7,22/13,-,0/1,-
2023,32/25,10/7,20/12,-,2/6,-
2022,45/22,4/6,36/15,-,5/1,-
2021,9/10,0/3,3/4,3/1,3/2,-
2020,4/6,-,4/5,0/1,-,-
2019,32/26,6/4,23/16,0/2,3/4,-
2018,35/27,6/7,24/15,1/2,4/3,-
2017,40/25,14/9,23/15,3/1,-,-
2016,14/14,8/2,5/11,1/1,-,-
2015,32/16,13/6,17/9,-,2/1,-
2014,8/9,1/2,7/7,-,-,-
2013,4/6,1/1,3/5,-,-,-
2012,2/5,-,2/5,-,-,-
