Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,187/158,19/34,144/102,24/22,-,-
2024,13/13,2/4,11/9,-,-,-
2023,26/28,3/4,18/18,5/6,-,-
2022,25/28,1/1,22/21,2/6,-,-
2021,67/27,-,58/24,9/3,-,-
2020,9/7,9/6,-,0/1,-,-
2019,15/19,1/8,12/10,2/1,-,-
2018,23/22,1/4,19/15,3/3,-,-
2017,7/10,0/3,4/5,3/2,-,-
2016,1/2,1/2,-,-,-,-
2015,1/2,1/2,-,-,-,-
