Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,233/161,186/128,47/33,-,-,-
2024,20/24,15/16,5/8,-,-,-
2023,38/27,24/19,14/8,-,-,-
2022,40/22,31/17,9/5,-,-,-
2021,41/19,25/11,16/8,-,-,-
2020,3/7,3/5,0/2,-,-,-
2019,41/21,41/21,-,-,-,-
2018,26/16,26/16,-,-,-,-
2017,15/17,15/17,-,-,-,-
2016,9/8,6/6,3/2,-,-,-
