Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,90/79,62/45,8/17,20/17,-,-
2024,6/15,3/9,1/2,2/4,-,-
2023,40/26,29/16,1/3,10/7,-,-
2022,23/10,18/7,-,5/3,-,-
2021,11/14,8/8,2/5,1/1,-,-
2020,4/4,-,2/3,2/1,-,-
2019,2/4,-,2/4,-,-,-
2018,2/3,2/2,-,0/1,-,-
2017,2/3,2/3,-,-,-,-
