Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,122/80,91/57,26/19,5/4,-,-
2024,21/15,17/11,4/3,0/1,-,-
2023,27/20,20/13,7/7,-,-,-
2022,28/15,21/12,4/2,3/1,-,-
2021,33/18,30/15,3/3,-,-,-
2020,1/2,0/1,-,1/1,-,-
2019,7/7,2/3,4/3,1/1,-,-
2018,4/1,-,4/1,-,-,-
2016,1/2,1/2,-,-,-,-
