Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,133/138,94/76,21/35,2/2,-,16/25
2024,42/28,37/18,-,-,-,5/10
2023,20/12,10/5,-,-,-,10/7
2022,1/5,1/5,-,-,-,-
2021,4/20,3/12,-,-,-,1/8
2020,3/16,-,3/16,-,-,-
2019,22/24,19/18,3/6,-,-,-
2018,25/22,17/13,6/7,2/2,-,-
2017,9/7,7/5,2/2,-,-,-
2016,7/4,-,7/4,-,-,-
