Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,99/78,93/70,6/8,-,-,-
2024,20/18,19/16,1/2,-,-,-
2023,29/20,29/20,-,-,-,-
2022,28/18,28/18,-,-,-,-
2021,19/17,14/11,5/6,-,-,-
2020,1/2,1/2,-,-,-,-
2019,2/2,2/2,-,-,-,-
2018,0/1,0/1,-,-,-,-
