Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,134/106,34/23,92/73,8/8,-,0/2
2024,26/16,13/5,13/8,0/2,-,0/1
2023,29/28,10/9,19/18,-,-,0/1
2022,35/24,7/5,24/15,4/4,-,-
2021,28/21,3/3,21/16,4/2,-,-
2020,13/14,1/1,12/13,-,-,-
2019,2/2,-,2/2,-,-,-
2018,1/1,-,1/1,-,-,-
