Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,216/170,178/151,13/9,-,-,25/10
2024,0/6,0/6,-,-,-,-
2023,9/12,6/11,1/1,-,-,2/0
2022,52/28,29/18,-,-,-,23/10
2021,29/14,25/12,4/2,-,-,-
2018,11/12,11/12,-,-,-,-
2017,22/28,20/26,2/2,-,-,-
2016,36/27,31/25,5/2,-,-,-
2015,32/20,31/19,1/1,-,-,-
2014,6/6,6/6,-,-,-,-
2013,5/4,5/3,0/1,-,-,-
2012,9/7,9/7,-,-,-,-
2011,4/5,4/5,-,-,-,-
2010,1/1,1/1,-,-,-,-
